airline_sentiment,text
positive,0
positive,0
positive,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️"
positive,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5
positive,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?
positive,@JetBlue Thank you!
positive,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx
positive,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.
positive,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
positive,@USAirways we were moved to a delta direct. Thank you for the accommodations!
positive,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy
positive,@USAirways thank you! I will be calling you! #CheapOairChat
positive,0
positive,@USAirways thank you!!
positive,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam
positive,0
positive,@USAirways thanks !!!
positive,0
positive,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing
positive,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly
positive,0
positive,"@USAirways Waiting on my flight right now, thanks!!"
positive,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.
positive,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!
positive,@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!
positive,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job."
positive,0
positive,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!
positive,"BY THE GRACE OF GOD, I MADE IT! “@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.”"
positive,0
positive,0
positive,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?
positive,0
positive,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy
positive,Great management of @USAirways twitter account. Thank you.
positive,0
positive,0
positive,0
positive,@USAirways I'll check it out when I get to the airport. Thanks.
positive,0
positive,@USAirways 4 great flights with no delays! Thank you!
positive,@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...
positive,@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!
positive,@USAirways I made it! Thanks for the help!
positive,@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed
positive,@USAirways @AmericanAir shout out to Diane at EYW for helping get us home today instead of tomorrow (even if a little Late Flight!)
positive,@USAirways made it! Just! Huge relief - thanks for your help!
positive,"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)"
positive,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍
positive,0
positive,"@USAirways okay, great. Thank you!"
positive,0
positive,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!
positive,@USAirways over the phone. I called the 6170 number and she picked up almost immediately.
positive,@USAirways 603 &amp; 2705 DFW to PSP thank you!
positive,@USAirways 1899. Thanks
positive,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!
positive,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!
positive,@USAirways Thanks for the information!
positive,@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!
positive,0
positive,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
positive,@USAirways Thanks!
positive,0
positive,“@USAirways: @hegshmeg O” thank you for that elaborate response
positive,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏
positive,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.
positive,"@USAirways @landonschott he's fine, he really likes picking his own seat...."
positive,@USAirways Thank you. I'll do that next time!
positive,@USAirways looks like our bag has been rescued. Thanks!
positive,@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.
positive,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
positive,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊
positive,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly."
positive,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
positive,"@USAirways great, thank you!"
positive,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!
positive,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday
positive,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
positive,0
positive,@USAirways provided the best service for me today! Thank you so much :)
positive,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!"
positive,@USAirways Ann Marie at LGA is the best ticket agent ever! #excellentcustomerservice
positive,@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!
positive,"@USAirways Painless and effortless flight from Indy to PHL... Our flight attendant, Tory, was fantastic. Give that lady a raise ASAP!"
positive,@USAirways Thanks to the friendly US Airways staff that helped me get booked on various flights to get home today.  Almost there!
positive,0
positive,0
positive,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint."
positive,0
positive,0
positive,0
positive,@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb
positive,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!"
positive,@USAirways thanks! http://t.co/pD7R1lL6Re
positive,@USAirways ok thank you! Very helpful! This is why you're my favorite airline!
positive,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :)
positive,@USAirways First class service on US 769 PHL-MCO today from the flight attendant in F. I didn't catch her name but she was top notch!
positive,@USAirways Oh well. I'll get to Cancun eventually.
positive,"@USAirways Eyyyy! Cancelled Flightlations, Flight Booking Problemss, reFlight Booking Problemss, but y'all got me on the same flight out tonight (not tomorrow) &amp; the FC upgrade. Thx!"
positive,@USAirways thank you!!!
positive,0
positive,0
positive,"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling."
positive,"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl"
positive,0
positive,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!
positive,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!"
positive,@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice
positive,@USAirways i hope i get the opportunity to join the team with this job opening!
positive,0
positive,@USAirways No Problem - he was the only person in the airport who would help :)
positive,"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed..."
positive,@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice
positive,@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!
positive,0
positive,@USAirways I love you guys!!!
positive,@USAirways Can't wait for the trip. Thanks for getting me there!
positive,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!
positive,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
positive,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
positive,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
positive,0
positive,"@USAirways Got it, thanks!"
positive,0
positive,0
positive,"@USAirways but don't worry! They found a hotel, it's only 45min away. I got there around 11:30pm, no problem."
positive,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!
positive,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism
positive,@USAirways me too!
positive,0
positive,@USAirways yes I did thank you! They did a great job turning the flight in jan !
positive,@USAirways connection made. Thanks again this week. #daddyshome
positive,0
positive,0
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
positive,0
positive,0
positive,0
positive,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.
positive,0
positive,0
positive,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!"
positive,"@USAirways awesome! And yes, @UpInAirClaire is!"
positive,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!
positive,@USAirways Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!
positive,0
positive,@USAirways thank you!
positive,0
positive,0
positive,@USAirways made it!!! Send Bloody Mary's to row 27!!!
positive,@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday
positive,@USAirways big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support.
positive,0
positive,@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.
positive,0
positive,0
positive,0
positive,"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!"
positive,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌
positive,@USAirways Exicted to be flying with y'all soon !!
positive,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!
positive,@USAirways We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!
positive,"@USAirways Thank you, @USAirways!  Your fare to from DTW to DCA was much lower than @Delta and @SouthwestAir!  Thank you! You won me over!"
positive,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
positive,@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!
positive,0
positive,@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(
positive,@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat
positive,@USAirways no problem.  Things worked out at airport.   Thanks!
positive,"@USAirways yes, it's a domestic flight. Thank you!"
positive,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S
positive,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
positive,0
positive,0
positive,"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!"
positive,@USAirways I just think it's weird to have mileage as 666
positive,0
positive,"@USAirways #success made flight , please thank the crew of 556 great time recovery"
positive,@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
positive,@USAirways  Lilly M in SJU check in is fabulous!
positive,@USAirways that's where we are now. Thank you.
positive,@USAirways #tbt every day.
positive,"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
positive,0
positive,0
positive,@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal
positive,@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀
positive,@USAirways KUDOS to your phone support and Charlotte gate staff!
positive,@USAirways Will do :)
positive,0
positive,@USAirways - done :)
positive,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
positive,@USAirways thank you for fixing my 5 hour delay.
positive,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :)
positive,0
positive,@USAirways on Sunday! Can't wait! See you then
positive,0
positive,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything
positive,0
positive,@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
positive,@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything
positive,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
positive,0
positive,@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02
positive,@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better
positive,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd
positive,0
positive,@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow
positive,@USAirways surprisingly quick response time by you and them. Thanks!
positive,@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing
positive,.@USAirways thanks!
positive,@USAirways she also appreciated having her very own hashtag! :) #lucycat
positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
positive,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.
positive,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G
positive,@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!
positive,@USAirways Thank you!!! On our way to get her bag now - thanks to having that number 😊
positive,0
positive,@USAirways thanks :)
positive,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
positive,@USAirways thanks so much!
positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
positive,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight
positive,0
positive,0
positive,@USAirways I totally understand the weather. Just frustrated. Thanks!
positive,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp
positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
positive,"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai"
positive,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
positive,@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!
positive,0
positive,"@USAirways Awesome USAir, TYSVM &lt;3"
positive,@USAirways Thank you!
positive,0
positive,"@USAirways TYVM USAir, Happy Night@ &lt;3"
positive,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO
positive,@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.
positive,0
positive,0
positive,@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!
positive,@USAirways  thank you! Glad to be heading home! Great people at your call center!
positive,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd"
positive,@USAirways HA!  You're fun.
positive,@USAirways flying high thanks!
positive,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
positive,0
positive,0
positive,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH."
positive,@USAirways Flight # 604. Thanks.
positive,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
positive,0
positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏
positive,@USAirways thanks!
positive,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉)
positive,0
positive,@USAirways that's why u guys are my #1 choice.
positive,0
positive,@USAirways how about a drink voucher for the next flight?? #winkwink
positive,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!
positive,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!"
positive,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know
positive,@USAirways right on. Up. Up &amp; away ✈️🌞
positive,0
positive,@USAirways Absolutely!! The staff was amazing!!
positive,@USAirways Haha - that will indeed be a great day!
positive,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?
positive,0
positive,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)
positive,@USAirways — I had exceptional service on flight #403 from IND to PHX!!
positive,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc
positive,@USAirways will do. Hoping for a voucher for a future flight #Optimistic
positive,0
positive,0
positive,0
positive,0
positive,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
positive,@AmericanAir thank you!
positive,0
positive,0
positive,0
positive,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
positive,0
positive,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃
positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,"@AmericanAir yes yes yes,so glad to be headed home!"
positive,@AmericanAir thanks!!
positive,0
positive,@AmericanAir thanks so much!
positive,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
positive,0
positive,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
positive,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
positive,"@AmericanAir great, thanks!"
positive,@AmericanAir awesome. Thanks!
positive,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
positive,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
positive,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
positive,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
positive,@AmericanAir @beantownmatty Sounds like a date!
positive,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp"
positive,0
positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
positive,@AmericanAir Thank you.....you do the same!!
positive,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
positive,@AmericanAir thank you!
positive,0
positive,"@AmericanAir Thank you, you too!"
positive,0
positive,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
positive,0
positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,"@AmericanAir yes yes yes,so glad to be headed home!"
positive,@AmericanAir thanks!!
positive,0
positive,@AmericanAir thanks so much!
positive,0
positive,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
positive,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP
positive,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄
positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
positive,"@AmericanAir great, thanks!"
positive,@AmericanAir awesome. Thanks!
positive,@AmericanAir thanks!
positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
positive,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
positive,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
positive,0
positive,@AmericanAir @beantownmatty Sounds like a date!
positive,@AmericanAir Thanks so much!
positive,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp"
positive,@AmericanAir Nice to read it! Thank you very much!
positive,@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!
positive,@AmericanAir Thanks!
positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
positive,"@AmericanAir @dfwairport Guys, let it go. http://t.co/vOxcghciJi"
positive,0
positive,0
positive,0
positive,0
positive,0
positive,Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.
positive,0
positive,@AmericanAir oh it's nothing my issue was already resolved and I am in the air
positive,0
positive,@AmericanAir Thanks for the quick response - it's appreciated!
positive,0
positive,0
positive,@AmericanAir my boss is :)
positive,@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄
positive,0
positive,0
positive,@AmericanAir simply amazing. Smiles for miles.Thank u for my upgrade tomorrow for ORD.We are spending a lot of time together next few weeks!
positive,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
positive,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
positive,0
positive,@AmericanAir I wish I could remember all of their names!
positive,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9"
positive,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!"
positive,0
positive,@AmericanAir made it!  Thanks AA!
positive,@AmericanAir why thank you!! Yayayay!!
positive,0
positive,"Thank you, @AmericanAir! Much appreciated."
positive,"@AmericanAir mission accomplished today, Thank you!"
positive,0
positive,@AmericanAir fantastic thanks! Will try and tweet a photo of the view :)
positive,@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!
positive,0
positive,@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!
positive,@AmericanAir ...have you seen Blue? Go look it up :)
positive,0
positive,@AmericanAir thanks! Flight 2160 today. Great crew!
positive,@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe
positive,"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service"
positive,"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter."
positive,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
positive,@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-))
positive,@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.
positive,0
positive,0
positive,@AmericanAir appreciate it!!
positive,0
positive,0
positive,@AmericanAir Thanks!
positive,0
positive,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
positive,0
positive,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
positive,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!"
positive,@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.
positive,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.
positive,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3
positive,0
positive,0
positive,0
positive,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.
positive,@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia
positive,0
positive,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644
positive,0
positive,Keep it up :) @AmericanAir
positive,@AmericanAir I've just received the ticket. Thank you for your help
positive,0
positive,"@AmericanAir  TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!"
positive,@AmericanAir Thank you for the response. Much appreciated!
positive,"@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m"
positive,"“@AmericanAir: @TheCandaceSmith Thanks for the shout-out, Candace! Enjoy the ride.” Always! I adore American Airlines!"
positive,"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come"
positive,@AmericanAir @contactcej thanks!
positive,0
positive,0
positive,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌
positive,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
positive,@AmericanAir Absolutely!
positive,"@AmericanAir @maryella_green just received it, actually. Thank you!!!!!!!!!"
positive,@AmericanAir thanks 😩. idk if it still Late Flight but I hope I get it tonight 😭
positive,0
positive,@AmericanAir everything for sorted out. Thanks for the help. Excited to get home tonight!
positive,0
positive,@AmericanAir Lady at B1 ABQ for 5347 on 2/23 was of a great service to all among several Cancelled Flightlations
positive,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.
positive,@AmericanAir Was not on board you today just watched report unfold on Twitter but still am very proud!
positive,0
positive,@AmericanAir no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!
positive,@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!
positive,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT
positive,@AmericanAir No worries at all. Y’all have a good one!!
positive,@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!
positive,"@AmericanAir yes, it says it should be deliver within 6 hours after pick up line."
positive,@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!
positive,@AmericanAir thanks... I finally got through this afternoon.  :)
